Order_ID,Order_Date,Customer_ID,Segment,Region,Category,Sub_Category,Ship_Mode,Quantity,Discount,Sales,Profit,Campaign_Group,Converted
ORD-03261,2024-09-06,CUST-0841,Corporate,West,Technology,Phones,First Class,3,0.0,$916.91,313.52,Treatment,1
ORD-00997,2025-08-18,CUST-0001,Corporate,West,Office Supplies,Binders,Standard Class,3,0%,136.33,40.76,Treatment,0
ORD-01048,2025-05-17,CUST-0498,Consumer,East,Office Supplies,Storage,Standard Class,3,0.1,94.26,16.95,Control,0
ORD-00452,2024-08-24,CUST-0001,Corporate,EAST,Furnitur,Chairs,Standard Class,3,0.3,601.61,-21.08,Treatment,1
ORD-03724,31/01/2024,CUST-0445,Corporate,EAST,Furnitur,Tables,standard class,6,0.0,1207.12,368.23,Treatment,0
ORD-02027,2024-05-24,CUST-0213,Corporate,South,Furnitur,Chairs,Second Class,6,0.2,1404.17,172.8,Control,0
ORD-02902,2025-01-25,CUST-0179,Home Office,North,Office Supplies,Binders,Same Day,2,0.0,$92.62,21.37,Treatment,0
ORD-03395,16/07/2025,CUST-0306,Home Office,West,Technology,Phones,Second Class,2,0.0,$698.05,255.84,Control,0
ORD-01530,2024-04-16,CUST-0194,Consumer,West,Office Supplies,Paper,Standard Class,5,20%,$151.66,16.16,Treatment,0
ORD-03394,2024-08-21,CUST-0555,Consumer,East,Technology,Phones,STANDARD CLASS,7,0.0,2530.91,770.8,Treatment,0
ORD-02205,2024-06-08,CUST-0649,Home Office,West,Furnitur,Tables,Standard Class,3,40%,$551.89,-30.27,Control,1
ORD-02482,2025-01-31,CUST-0626,Corporate,West,Furnitur,Chairs,Standard Class,5,0.5,591.21,-82.28,Treatment,0
ORD-02182,14/06/2025,CUST-0509,Consumer,West,Technology,Machines,Standard Class,4,0%,"$1,534.10",494.67,Control,0
ORD-02274,2024-07-26,CUST-0777,Consumer,North,Office Supplies,Paper,Second Class,7,10%,304.24,74.01,Treatment,0
ORD-00541,08/04/2024,CUST-0706,Consumer,South,Office Supplies,Paper,Standard Class,4,0.2,162.12,13.34,Treatment,1
ORD-02968,2025-09-04,CUST-0831,Consumer,West,Office Supplies,Binders,First Class,2,0.3,57.82,-1.54,Treatment,1
ORD-00219,06/02/2025,CUST-0698,Consumer,East,Office Supplies,Storage,First Class,7,0.0,232.71,63.48,Treatment,0
ORD-01562,24/06/2025,CUST-0500,Consumer,,Technology,Accessories,Standard Class,7,0%,2911.25,1023.5,Control,0
ORD-00775,2024-02-23,CUST-0324,Consumer,North,Office Supplies,Binders,Second Class,5,10%,161.35,35.27,Treatment,1
ORD-02659,2025-04-27,CUST-0115,Consumer,  West  ,Office Supplies,Paper,Standard Class,3,0.0,$115.89,35.47,Treatment,0
ORD-00893,2025-04-29,CUST-0602,Home Office,South,Technology,Machines,Second Class,2,0%,$674.54,185.14,Control,0
ORD-01491,2025-11-19,CUST-0657,Consumer,West,Office Supplies,Paper,Standard Class,7,0.3,$194.03,3.9,Control,0
ORD-02078,2024-05-22,CUST-0405,Corporate,West,Office Supplies,Paper,First Class,4,,$95.96,-19.38,Control,0
ORD-00637,2024-02-08,CUST-0122,Consumer,East,Office Supplies,Storage,Standard Class,1,0.0,51.27,15.98,Control,0
ORD-01423,11/12/2025,CUST-0269,Corporate,East,Technology,Phones,Second Class,1,0.2,342.8,57.44,Treatment,0
ORD-00307,2025-02-01,CUST-0367,Corporate,West,Technology,Machines,standard class,2,0.5,$307.85,-61.78,Treatment,0
ORD-03486,04/08/2025,CUST-0588,Consumer,West,Office Supplies,Storage,Standard Class,2,0.2,$73.91,5.19,Control,0
ORD-03901,2025-08-12,CUST-0117,Corporate,West,Office Supplies,Binders,Same Day,7,0.0,285.18,75.58,Treatment,0
ORD-00008,2025-09-06,CUST-0206,Consumer,West,Office Supplies,Binders,Standard Class,1,10%,45.03,6.87,Control,1
ORD-03033,2024-09-29,CUST-0424,Home Office,South,Office Supplies,Binders,Standard Class,6,0.2,224.9,10.82,Control,0
ORD-00841,2025-10-06,CUST-0796,Home Office,West,Furnitur,Tables,Second Class,7,0.3,1459.38,64.81,Treatment,1
ORD-01601,2024-12-01,CUST-0606,Corporate,West,Furnitur,Bookcases,Second Class,6,0.2,1356.96,114.07,Control,0
ORD-00289,16/09/2025,CUST-0527,Consumer,East,Office Supplies,Storage,,4,0%,149.93,53.28,Control,0
ORD-01974,2024-01-20,CUST-0857,Corporate,South,Office Supplies,Paper,Same Day,7,0.1,269.88,66.44,Control,0
ORD-02695,2025-06-19,CUST-0464,Consumer,East,Office Supplies,Paper,First Class,7,0.2,196.01,7.0,Treatment,1
ORD-00038,2025-11-30,CUST-0093,Consumer,East,Office Supplies,Paper,Second Class,7,0.0,308.79,56.65,Treatment,0
ORD-01591,2024-04-24,CUST-0173,Corporate,South,Office Supplies,Paper,Standard Class,2,0.2,67.38,4.55,Control,1
ORD-00944,2025-10-25,CUST-0881,Corporate,South,Furnitur,Chairs,Standard Class,7,,1023.57,-40.18,Treatment,0
ORD-03990,2025-03-13,CUST-0106,Consumer,East,Technology,Accessories,Standard Class,6,0.4,1222.51,-30.28,Control,1
ORD-00817,24/10/2025,CUST-0853,Home Office,South,Office Supplies,Paper,Standard Class,7,10%,209.7,37.26,Treatment,0
ORD-00686,17/10/2025,CUST-0862,Corporate,North,Technology,Accessories,STANDARD CLASS,3,0%,1162.1,241.24,Control,0
ORD-02826,2025-11-20,CUST-0492,Home Office,West,Furnitur,Chairs,Standard Class,6,0.4,922.81,-6.47,Control,1
ORD-03289,2025-03-25,CUST-0642,Home Office,North,Furnitur,Chairs,Second Class,1,0.2,237.41,22.24,Treatment,0
ORD-02389,2024-05-09,CUST-0296,Consumer,East,Technology,Accessories,Standard Class,5,0.3,1162.7,121.23,Treatment,0
ORD-01532,2024-08-05,CUST-0243,Consumer,North,Office Supplies,Storage,Standard Class,1,0%,43.14,13.9,Control,1
ORD-00802,2024-03-21,CUST-0262,Consumer,South,Technology,Machines,Standard Class,3,0.2,759.71,121.05,Treatment,0
ORD-00003,2024-09-27,CUST-0588,Corporate,South,Office Supplies,Storage,Standard Class,2,0.3,48.83,3.61,Control,0
ORD-03280,2025-02-15,CUST-0634,Home Office,East,Technology,Accessories,First Class,5,0.2,1354.11,239.4,Control,0
ORD-02200,2025-10-23,CUST-0160,Home Office,South,Technology,Accessories,Standard Class,4,0.1,"$1,131.92",178.77,Treatment,0
ORD-00298,2024-04-08,CUST-0364,Consumer,EAST,Technology,Accessories,Standard Class,2,20%,626.74,121.89,Control,0
ORD-00476,2025-07-04,CUST-0313,Consumer,South,Furnitur,Bookcases,Same Day,2,0.1,501.0,71.72,Control,0
ORD-01269,2025-04-15,CUST-0576,Consumer,North,Furnitur,Chairs,standard class,6,0.2,1187.25,210.21,Treatment,0
ORD-02910,2025-01-10,CUST-0580,Corporate,East,Office Supplies,Storage,Second Class,3,0.1,126.14,28.47,Control,0
ORD-03417,18/04/2024,CUST-0428,Consumer,West,Office Supplies,Paper,Standard Class,2,0.0,84.16,22.33,Control,1
ORD-03384,2024-12-09,CUST-0118,Corporate,South,Technology,Accessories,First Class,7,,2813.72,869.42,Treatment,0
ORD-02337,2025-08-16,CUST-0471,Consumer,West,Technology,Phones,Standard Class,6,0%,2076.46,542.17,Control,1
ORD-01644,2024-12-25,CUST-0377,Corporate,East,Technology,Machines,Standard Class,7,,"$2,582.65",672.0,Treatment,1
ORD-01768,12/03/2024,CUST-0172,Corporate,West,Furnitur,Tables,Same Day,2,0.2,$453.17,26.09,Control,0
ORD-03765,17/05/2024,CUST-0726,,south,Furnitur,Chairs,Standard Class,7,0.2,1722.66,121.01,Treatment,1
ORD-01225,2024-06-26,CUST-0095,Consumer,North,Office Supplies,Paper,Standard Class,1,0.3,35.21,0.34,Treatment,0
ORD-01682,2025-11-06,CUST-0195,Corporate,,Technology,Phones,Standard Class,1,0.1,262.75,67.61,Control,0
ORD-01350,2024-07-05,CUST-0430,Corporate,West,Office Supplies,Paper,Standard Class,3,0.0,$102.16,35.04,Treatment,0
ORD-00705,2025-12-04,CUST-0249,Corporate,South,Technology,Machines,Standard Class,7,10%,2425.52,529.85,Treatment,0
ORD-03122,2024-11-29,CUST-0074,Consumer,North,Technology,Phones,Standard Class,7,20%,"$2,011.54",192.41,Treatment,0
ORD-00465,2024-10-11,CUST-0297,Consumer,South,Furnitur,Chairs,Standard Class,2,0.1,$541.06,151.26,Treatment,0
ORD-02038,2024-10-30,CUST-0572,Consumer,South,Office Supplies,Paper,Standard Class,6,0.4,152.17,-6.09,Control,0
ORD-03798,2024-02-24,CUST-0642,Corporate,North,Technology,Accessories,Standard Class,5,0.3,"$1,573.35",83.32,Treatment,0
ORD-02137,2024-03-30,CUST-0836,Consumer,East,Office Supplies,Storage,Standard Class,2,0.0,78.8,21.12,Control,0
ORD-02445,2024-09-02,CUST-0094,Consumer,South,Office Supplies,Binders,Standard Class,6,0.0,$225.70,77.22,Control,0
ORD-03935,2024-09-30,CUST-0505,Corporate,North,Office Supplies,Storage,Same Day,3,0.0,145.39,41.6,Treatment,0
ORD-03298,2024-03-24,CUST-0520,Consumer,West,Office Supplies,Storage,Second Class,5,,120.49,-7.77,Control,0
ORD-00546,2024-07-08,CUST-0021,Corporate,East,Office Supplies,Paper,Same Day,7,0%,246.14,58.9,Treatment,0
ORD-02022,2024-04-28,CUST-0503,Consumer,  North  ,Office Supplies,Binders,First Class,1,0.2,30.28,3.93,Treatment,0
ORD-02492,2025-07-25,CUST-0372,Corporate,West,Furnitur,Chairs,Standard Class,4,0.3,$841.55,-40.01,Control,0
ORD-02031,2025-08-10,CUST-0246,Consumer,West,Furnitur,Chairs,SAME DAY,2,,$455.85,110.88,Control,0
ORD-03931,2024-11-27,CUST-0082,Consumer,North,Technology,Machines,Standard Class,7,0.0,2026.73,560.48,Treatment,0
ORD-00824,2024-10-07,CUST-0607,Consumer,East,Technology,Phones,Second Class,7,10%,"$2,691.80",379.95,Treatment,0
ORD-00526,14/07/2024,CUST-0586,Consumer,West,Furnitur,Bookcases,Standard Class,3,0.4,480.09,-28.09,Treatment,0
ORD-03542,2024-04-22,CUST-0052,Corporate,West,Office Supplies,Paper,  Standard Class  ,2,0.2,55.15,12.07,Control,0
ORD-00214,2025-10-03,CUST-0610,Home Office,SOUTH,Furnitur,Chairs,Standard Class,4,0.3,$784.13,-40.11,Control,0
ORD-01989,2024-08-29,CUST-0014,Consumer,South,Furnitur,Tables,Same Day,5,0.3,$942.04,-26.87,Control,0
ORD-00205,2025-01-20,CUST-0758,Consumer,East,Furnitur,Bookcases,First Class,2,0.2,383.11,40.68,Treatment,1
ORD-03432,2025-07-16,CUST-0089,Corporate,West,Furnitur,Bookcases,Standard Class,4,0.1,942.37,191.61,Control,0
ORD-01897,2025-01-05,CUST-0048,Corporate,East,Office Supplies,Storage,Second Class,1,0.1,41.56,7.05,Control,0
ORD-00555,2025-08-18,CUST-0784,Consumer,North,Furnitur,Chairs,  Second Class  ,7,30%,1081.29,128.1,Treatment,0
ORD-00863,08/01/2024,CUST-0209,Consumer,North,Office Supplies,Paper,Standard Class,3,0.2,91.38,4.76,Treatment,0
ORD-03142,2025-07-29,CUST-0751,Consumer,South,Furnitur,Bookcases,Standard Class,5,0.3,$847.49,43.26,Control,0
ORD-02584,17/09/2025,CUST-0463,Consumer,South,Technology,Phones,Standard Class,4,0.2,1274.3,12.51,Treatment,0
ORD-01900,2025-09-28,CUST-0384,Corporate,South,Office Supplies,Storage,Standard Class,7,0.2,255.75,28.65,Control,0
ORD-00450,2025-08-23,CUST-0883,Consumer,South,Furnitur,Chairs,Standard Class,4,20%,823.8,84.66,Treatment,0
ORD-03688,15/04/2025,CUST-0742,Consumer,,Technology,Machines,  First Class  ,4,0.0,"$1,176.23",411.63,Treatment,0
ORD-02693,2024-05-11,CUST-0704,Home Office,North,Furnitur,Bookcases,Standard Class,1,0.3,196.45,2.39,Control,0
ORD-01442,2025-09-06,CUST-0568,Home Office,East,Technology,Accessories,,1,0.1,265.99,50.06,Treatment,0
ORD-03456,2025-06-03,CUST-0092,Consumer,west,Furnitur,Chairs,Second Class,4,0.2,1010.39,111.67,Control,0
ORD-01849,2024-10-27,CUST-0259,Consumer,South,Technology,Phones,First Class,1,0%,364.22,92.23,Control,0
ORD-01203,27/02/2025,CUST-0737,Consumer,West,Technology,Machines,Second Class,6,50%,1056.0,-196.65,Treatment,0
ORD-01189,2024-11-22,CUST-0383,Consumer,West,Technology,Phones,Standard Class,6,0.5,1007.84,-140.16,Control,0
ORD-02292,2025-09-21,CUST-0425,Home Office,North,Technology,Accessories,Second Class,3,0.3,865.15,35.27,Control,0
ORD-03338,2024-07-13,CUST-0475,Home Office,South,Technology,Phones,First Class,2,0.2,668.23,115.63,Treatment,0
ORD-00559,2025-11-29,CUST-0264,Corporate,East,Technology,Accessories,Same Day,5,0.5,812.36,-141.26,Treatment,0
ORD-03566,2025-06-18,CUST-0649,Consumer,North,Office Supplies,Storage,  Standard Class  ,4,0.1,160.06,20.78,Treatment,1
ORD-02250,12/12/2025,CUST-0136,Consumer,West,Office Supplies,Paper,Standard Class,3,0.3,$96.25,11.58,Control,0
ORD-03238,04/07/2025,CUST-0199,Home Office,North,Furnitur,Tables,Standard Class,6,0.3,1065.84,48.87,Treatment,0
ORD-00879,2025-10-27,CUST-0584,Consumer,South,Technology,Machines,First Class,3,0.1,$832.44,142.23,Control,0
ORD-00032,2025-07-14,CUST-0535,Consumer,NORTH,Office Supplies,Storage,Standard Class,1,0.1,35.17,5.56,Control,1
ORD-03038,2024-09-28,CUST-0055,Consumer,North,Technology,Accessories,Standard Class,3,0.0,"$1,031.21",309.37,Treatment,0
ORD-00221,2024-05-09,CUST-0297,Home Office,West,Office Supplies,Paper,Standard Class,5,0.0,205.02,53.6,Control,0
ORD-02209,2024-03-17,CUST-0147,Consumer,  West  ,Technology,Phones,Standard Class,2,0.0,$598.19,189.79,Control,0
ORD-03541,2024-09-20,CUST-0331,Consumer,South,Technology,Accessories,  Standard Class  ,4,0.1,1351.2,341.43,Treatment,0
ORD-01737,2024-11-04,CUST-0125,Home Office,West,Furnitur,Chairs,,4,0.2,674.31,92.12,Control,0
ORD-03859,04/12/2024,CUST-0795,Consumer,North,Furnitur,Tables,Standard Class,2,40%,309.78,-48.37,Control,0
ORD-01603,2024-04-01,CUST-0323,Consumer,West,Technology,Phones,Second Class,4,0.1,1439.02,298.41,Treatment,0
ORD-00833,2025-02-06,CUST-0850,Consumer,East,Technology,Machines,Same Day,5,0.1,"$1,377.41",281.98,Control,0
ORD-00464,2025-11-27,CUST-0410,,South,Furnitur,Tables,Standard Class,3,0.4,581.1,7.54,Control,0
ORD-00713,2024-09-09,CUST-0651,Corporate,North,Office Supplies,Storage,Standard Class,4,,143.61,46.52,Treatment,0
ORD-02629,2025-04-05,CUST-0631,Consumer,,Office Supplies,Storage,Standard Class,5,0.0,216.76,76.18,Control,0
ORD-01635,2025-06-07,CUST-0434,Consumer,West,Technology,Phones,Same Day,3,0.2,679.99,72.03,Treatment,0
ORD-02831,02/11/2025,CUST-0880,Consumer,North,Technology,Phones,Second Class,1,0.0,307.47,84.23,Control,1
ORD-01687,2024-01-29,CUST-0294,Consumer,West,Furnitur,Tables,second class,5,0.0,1518.8,423.22,Control,0
ORD-03876,2025-07-12,CUST-0393,Consumer,East,Technology,Accessories,  Second Class  ,6,0.4,1515.34,-182.2,Control,1
ORD-02352,2024-05-09,CUST-0451,Consumer,South,Furnitur,Tables,Same Day,6,0.3,1162.89,7.9,Control,0
ORD-00795,2024-09-05,CUST-0330,Consumer,West,Technology,Accessories,First Class,3,0.2,703.06,103.26,Control,0
ORD-02333,2024-08-26,CUST-0866,Corporate,South,Office Supplies,Paper,Standard Class,7,0.0,276.59,72.71,Treatment,0
ORD-02660,2024-08-11,CUST-0661,Corporate,East,Office Supplies,Storage,Standard Class,6,10%,203.4,45.76,Control,0
ORD-02359,2024-06-12,CUST-0850,Corporate,West,Office Supplies,Storage,Standard Class,7,0.0,245.37,96.27,Treatment,0
ORD-00897,29/09/2024,CUST-0285,Consumer,West,Technology,Phones,Second Class,6,0.1,1954.11,288.92,Control,0
ORD-03788,2025-11-12,CUST-0273,Consumer,North,Technology,Phones,First Class,1,0.0,288.01,110.91,Treatment,0
ORD-00736,2024-04-14,CUST-0677,Home Office,West,Office Supplies,Storage,First Class,3,0.4,78.77,0.29,Control,0
ORD-01228,2024-01-08,CUST-0288,Consumer,South,Furnitur,Chairs,Same Day,7,30%,1413.74,139.55,Control,0
ORD-02912,2024-03-19,CUST-0550,Consumer,West,Furnitur,Chairs,Second Class,7,0.3,1141.48,-39.54,Treatment,0
ORD-03918,2025-06-06,CUST-0367,Corporate,East,Technology,Machines,SECOND CLASS,2,0.0,703.22,211.11,Treatment,0
ORD-03946,2025-09-10,CUST-0418,Consumer,East,Office Supplies,Paper,Standard Class,5,0.2,164.87,19.45,Control,0
ORD-03699,2025-06-06,CUST-0598,Home Office,North,Office Supplies,Storage,Standard Class,2,0.0,88.31,26.26,Treatment,0
ORD-01941,2024-01-10,CUST-0811,Home Office,South,Office Supplies,Paper,Standard Class,4,0.1,172.06,38.99,Treatment,0
ORD-00973,2024-04-27,CUST-0268,Home Office,,Office Supplies,Storage,Standard Class,4,0.1,174.71,32.35,Treatment,1
ORD-01055,2025-01-25,CUST-0196,Corporate,South,Furnitur,Tables,Standard Class,2,10%,394.64,63.69,Treatment,0
ORD-00299,2024-06-01,CUST-0413,Consumer,South,Office Supplies,Paper,Standard Class,3,0.3,74.26,-7.52,Control,1
ORD-02994,2025-10-06,CUST-0821,Home Office,West,Furnitur,Tables,Second Class,2,0.0,462.87,122.89,Treatment,0
ORD-03124,2024-02-10,CUST-0283,Corporate,South,Technology,Accessories,Standard Class,5,0.4,1320.15,-52.41,Control,0
ORD-02908,2024-08-01,CUST-0280,Corporate,West,Technology,Accessories,Standard Class,3,0.0,890.24,248.58,Treatment,1
ORD-00530,2024-03-15,CUST-0368,Corporate,South,Office Supplies,Binders,Standard Class,1,,$31.96,2.39,Control,0
ORD-01010,10/01/2025,CUST-0723,Consumer,  South  ,Technology,Phones,Standard Class,3,0.1,989.37,174.32,Control,0
ORD-01811,2024-05-22,CUST-0162,Consumer,East,Furnitur,Chairs,First Class,5,0.3,$829.38,-7.6,Control,0
ORD-02201,07/03/2025,CUST-0846,Consumer,West,Furnitur,Chairs,Standard Class,5,30%,888.44,40.73,Treatment,0
ORD-03917,2024-02-19,CUST-0061,Consumer,East,Technology,Accessories,Second Class,1,10%,376.79,101.67,Control,0
ORD-03655,2025-03-16,CUST-0755,Consumer,East,Office Supplies,Storage,Second Class,6,0.0,212.9,74.13,Treatment,0
ORD-01081,15/08/2024,CUST-0496,Consumer,South,Furnitur,Bookcases,Same Day,4,0%,1078.85,369.12,Control,1
ORD-00387,08/06/2025,CUST-0158,Consumer,East,Furnitur,Chairs,Standard Class,5,50%,$627.51,-91.72,Control,1
ORD-01924,2024-08-18,CUST-0820,Corporate,East,Furnitur,Bookcases,,7,0.4,"$1,217.51",-71.71,Treatment,1
ORD-02165,2024-08-07,CUST-0196,Corporate,West,Technology,Phones,,6,0.0,2004.28,699.96,Treatment,0
ORD-02720,2025-08-16,CUST-0723,Corporate,north,Technology,Accessories,First Class,5,0.2,1773.93,335.45,Control,1
ORD-02819,26/11/2025,CUST-0162,,West,Technology,Machines,Same Day,3,0.5,644.13,-100.58,Treatment,1
ORD-03357,2025-02-24,CUST-0003,Consumer,West,Office Supplies,Paper,Standard Class,1,0.2,33.9,4.15,Treatment,0
ORD-02449,15/04/2025,CUST-0743,Consumer,East,Technology,Accessories,Standard Class,1,0.3,$266.79,11.99,Control,0
ORD-00701,2024-11-11,CUST-0351,Home Office,North,Office Supplies,Paper,Standard Class,6,0%,$228.76,77.13,Treatment,1
ORD-03291,28/07/2024,CUST-0698,Consumer,East,Office Supplies,Paper,Standard Class,7,0.2,252.94,38.96,Control,0
ORD-02545,2025-07-03,CUST-0057,Consumer,West,Office Supplies,Paper,Standard Class,3,0.0,106.77,32.82,Control,0
ORD-03271,17/11/2025,CUST-0315,Home Office,West,Technology,Phones,FIRST CLASS,6,0.5,1195.92,-167.54,Control,0
ORD-01582,2024-11-11,CUST-0213,Corporate,South,Technology,Machines,Standard Class,5,0.3,1217.75,-20.25,Control,0
ORD-03088,2025-02-27,CUST-0202,Home Office,  West  ,Office Supplies,Binders,First Class,3,0.2,111.64,7.02,Control,1
ORD-03227,2025-09-09,CUST-0475,Corporate,West,Office Supplies,Storage,Standard Class,6,0.2,$225.00,32.01,Control,0
ORD-02707,2025-08-05,CUST-0331,Consumer,WEST,Office Supplies,Paper,Standard Class,1,0.5,22.73,-5.07,Control,0
ORD-03260,2024-04-12,CUST-0900,Consumer,North,Furnitur,Tables,Standard Class,2,0.4,381.8,-51.95,Control,0
ORD-03154,2024-02-04,CUST-0794,Corporate,East,Office Supplies,Storage,Standard Class,1,0.0,32.47,6.76,Treatment,1
ORD-00652,08/07/2024,CUST-0310,Home Office,North,Technology,Phones,First Class,6,0.0,"$2,712.09",1060.85,Treatment,0
ORD-01196,2025-10-31,CUST-0026,Consumer,West,Office Supplies,Binders,First Class,2,10%,77.74,18.72,Control,1
ORD-02905,2024-06-02,CUST-0043,Consumer,South,Office Supplies,Storage,Standard Class,3,0.5,58.78,-4.04,Treatment,0
ORD-01788,2025-08-10,CUST-0491,Consumer,South,Technology,Phones,Second Class,5,0.1,"$1,661.95",348.49,Treatment,0
ORD-03001,2025-04-30,CUST-0787,Consumer,East,Technology,Accessories,Standard Class,5,0%,1410.09,419.05,Treatment,0
ORD-02577,05/06/2025,CUST-0149,Consumer,East,Office Supplies,Storage,Same Day,7,0.0,332.65,100.33,Control,0
ORD-00827,2025-10-28,CUST-0705,Consumer,South,Technology,Machines,SECOND CLASS,7,0%,"$2,090.48",779.51,Treatment,1
ORD-03067,2024-07-28,CUST-0813,Home Office,South,Technology,Accessories,,5,0.2,"$1,587.41",144.1,Control,1
ORD-01129,2024-10-23,CUST-0391,Consumer,West,Technology,Phones,Second Class,6,0.0,"$2,705.04",717.01,Control,0
ORD-02722,2024-07-06,CUST-0897,Consumer,South,Office Supplies,Binders,Standard Class,7,0.0,263.28,113.36,Control,1
ORD-00150,2025-10-16,CUST-0343,Consumer,North,Furnitur,Chairs,Standard Class,4,10%,$908.59,189.21,Control,0
ORD-00295,2024-04-21,CUST-0237,Corporate,West,Furnitur,Tables,Second Class,2,0.4,342.5,-12.69,Treatment,0
ORD-01587,2024-10-27,CUST-0003,Consumer,North,Technology,Machines,Same Day,3,0.0,982.93,245.99,Treatment,1
ORD-01818,2024-03-13,CUST-0661,Home Office,North,Office Supplies,Binders,Standard Class,4,0.0,174.82,61.09,Treatment,1
ORD-03358,2025-07-21,CUST-0670,Corporate,East,Office Supplies,Storage,Standard Class,4,0.1,168.13,26.21,Control,0
ORD-01485,11/01/2025,CUST-0346,Corporate,West,Furnitur,Chairs,STANDARD CLASS,3,0.3,N/A,26.83,Treatment,0
ORD-00157,2024-08-30,CUST-0074,Consumer,East,Technology,Phones,Second Class,4,0.3,1156.4,-11.95,Treatment,1
ORD-02187,2024-05-25,CUST-0347,Home Office,North,Technology,Machines,Standard Class,4,0.3,983.84,67.23,Control,1
ORD-01795,2024-04-01,CUST-0241,Home Office,  West  ,Technology,Machines,First Class,7,0.4,1334.3,-129.18,Control,1
ORD-03277,2025-08-16,CUST-0258,Consumer,East,Furnitur,Bookcases,Second Class,4,0.2,972.51,138.02,Treatment,0
ORD-01516,2024-03-02,CUST-0292,Consumer,West,Technology,Machines,Standard Class,7,0.2,"$1,619.92",180.54,Treatment,0
ORD-02235,2025-11-06,CUST-0314,Consumer,West,Furnitur,Chairs,Same Day,4,0.3,671.83,23.97,Treatment,0
ORD-03738,2024-01-28,CUST-0557,,West,Technology,Accessories,Standard Class,5,0.1,2001.05,295.35,Control,0
ORD-00482,2025-06-05,CUST-0793,Home Office,  South  ,Furnitur,Bookcases,Standard Class,7,0%,1533.83,503.34,Treatment,1
ORD-03668,2025-10-12,CUST-0610,Home Office,South,Furnitur,Tables,First Class,5,0.2,972.08,161.14,Treatment,0
ORD-00923,2025-09-04,CUST-0804,Corporate,East,Office Supplies,Paper,Standard Class,1,0.1,39.62,10.56,Control,0
ORD-03929,2024-03-30,CUST-0427,Corporate,West,Technology,Phones,Standard Class,6,0.1,1916.64,380.52,Control,1
ORD-03803,2025-12-20,CUST-0249,Consumer,South,Office Supplies,Binders,Second Class,5,0.3,122.72,11.34,Control,1
ORD-03059,2025-09-20,CUST-0688,Consumer,South,Technology,Accessories,First Class,5,30%,1249.47,84.52,Control,0
ORD-02373,2024-03-19,CUST-0297,,,Technology,Machines,Same Day,6,50%,1300.29,-248.43,Control,0
ORD-02166,2024-01-26,CUST-0106,Consumer,East,Office Supplies,Binders,  Standard Class  ,1,30%,34.02,3.28,Control,0
ORD-02361,19/04/2024,CUST-0209,Home Office,West,Office Supplies,Binders,First Class,3,,99.07,14.32,Treatment,1
ORD-01421,14/10/2024,CUST-0318,,West,Office Supplies,Binders,Second Class,2,50%,36.89,-5.04,Control,0
ORD-02229,2025-07-07,CUST-0507,Corporate,East,Technology,Phones,Standard Class,6,10%,"$1,572.58",403.28,Treatment,0
ORD-00628,2024-03-10,CUST-0196,,east,Technology,Accessories,second class,1,30%,$286.50,14.33,Control,1
ORD-01714,26/08/2025,CUST-0066,Consumer,West,Office Supplies,Storage,Standard Class,4,0.0,129.03,35.44,Control,1
ORD-02749,2025-02-04,CUST-0892,Consumer,East,Office Supplies,Storage,Standard Class,5,0.4,$102.92,-3.3,Control,0
ORD-00338,2024-07-10,CUST-0161,Consumer,West,Office Supplies,Storage,Standard Class,6,0.0,268.42,83.96,Control,1
ORD-01427,25/01/2025,CUST-0688,Home Office,West,Office Supplies,Paper,Second Class,6,10%,$225.28,50.72,Control,0
ORD-02059,2025-10-05,CUST-0411,Consumer,West,Office Supplies,Storage,Standard Class,4,0.1,137.46,30.02,Treatment,1
ORD-02420,2025-01-14,CUST-0761,Home Office,West,Office Supplies,Paper,Standard Class,6,0.2,186.32,29.8,Control,0
ORD-01368,2025-04-26,CUST-0155,Consumer,West,Office Supplies,Storage,Standard Class,3,20%,$79.89,6.74,Control,0
ORD-00077,2025-07-09,CUST-0042,Consumer,South,Technology,Phones,SECOND CLASS,6,0%,2276.89,551.4,Control,1
ORD-03502,2025-11-17,CUST-0393,Corporate,North,Office Supplies,Storage,Standard Class,6,0.1,244.57,59.15,Treatment,1
ORD-00194,02/11/2025,CUST-0254,Consumer,East,Office Supplies,Binders,,4,20%,157.25,28.61,Control,0
ORD-01916,2024-10-19,CUST-0541,Consumer,West,Office Supplies,Paper,Standard Class,3,0.0,105.22,34.61,Control,0
ORD-02682,2025-03-12,CUST-0525,Consumer,West,Technology,Phones,Second Class,3,0.2,$849.70,101.27,Treatment,1
ORD-01679,2025-11-17,CUST-0474,Consumer,  East  ,Office Supplies,Binders,Second Class,5,0.3,132.95,5.9,Treatment,1
ORD-02102,2024-02-12,CUST-0664,Home Office,West,Office Supplies,Storage,Standard Class,2,20%,$73.30,8.85,Control,0
ORD-02747,2024-04-27,CUST-0628,Home Office,west,Technology,Phones,Second Class,5,0.0,"$2,203.26",731.5,Treatment,0
ORD-02427,03/03/2024,CUST-0847,Consumer,South,Office Supplies,Binders,Second Class,1,20%,36.39,2.62,Control,1
ORD-03193,27/03/2024,CUST-0431,Corporate,West,Office Supplies,Binders,Second Class,3,0.2,94.27,14.97,Control,0
ORD-00004,16/04/2024,CUST-0221,Corporate,North,Technology,Accessories,Standard Class,1,0%,$383.92,112.25,Treatment,0
